Source,Target,Type,Weight
Starks,Crouch,Undirected,19
Burks,Jaramillo,Undirected,9
Cooke,Tripp,Undirected,13
Hagan,Ash,Undirected,20
Hager,Gunter,Undirected,27
Weir,Hewitt,Undirected,11
Jacobsen,Mchugh,Undirected,7
Raines,Bergman,Undirected,17
Vogt,Dunbar,Undirected,68
Simms,Rosas,Undirected,8
Ogden,Mcnamara,Undirected,8
Schafer,Joyce,Undirected,29
Saenz,Doss,Undirected,20
Belcher,Connolly,Undirected,10
Couch,Farris,Undirected,8
Muniz,Dewitt,Undirected,32
Crum,Hanley,Undirected,18
Gifford,Cortes,Undirected,5
Roland,Yost,Undirected,14
Hackett,Swan,Undirected,5
Kaplan,Brandon,Undirected,24
Elder,Teague,Undirected,28
Forrest,Robison,Undirected,47
Darby,Stapleton,Undirected,30
Pereira,Richard,Undirected,34
Crocker,Robison,Undirected,15
Dietz,Blanco,Undirected,131
Tracy,Gagnon,Undirected,24
Davison,Dotson,Undirected,51
Snider,Tan,Undirected,10
Dunbar,Nicholas,Undirected,47
Bauer,Schulz,Undirected,45
Childs,Dodge,Undirected,66
Dickens,Osorio,Undirected,39
Whaley,Stapleton,Undirected,33
Carrasco,Latham,Undirected,6
Gomes,Voss,Undirected,5
Dickens,Gold,Undirected,53
Bernal,Bryson,Undirected,11
Laird,Adair,Undirected,5
Bowling,Devine,Undirected,23
Greenberg,Dooley,Undirected,16
Mooney,Sadler,Undirected,12
Britton,Burt,Undirected,9
Hargrove,North,Undirected,21
Andersen,Hendrickson,Undirected,13
Dickens,Sheridan,Undirected,17
Foreman,Tan,Undirected,70
Mercer,Ferreira,Undirected,8
Hadley,Jarrett,Undirected,11
Root,Goff,Undirected,13
Ahmed,Chaney,Undirected,14
Amos,Cano,Undirected,15
Vogel,Gabriel,Undirected,13
Galindo,Cramer,Undirected,16
Knowles,Sheridan,Undirected,24
Costello,Hollis,Undirected,24
Nava,Villegas,Undirected,29
Finch,Daley,Undirected,19
Proctor,Neff,Undirected,30
Lowry,Mccabe,Undirected,48
Kowalski,Holbrook,Undirected,39
Newell,Woody,Undirected,40
Franks,Hoskins,Undirected,8
Whalen,Hargrove,Undirected,9
Carrasco,Hendrickson,Undirected,5
Lange,Nicholas,Undirected,33
Spivey,Wilhelm,Undirected,12
Peacock,Cherry,Undirected,33
Lackey,Portillo,Undirected,18
Bingham,Muniz,Undirected,6
Henley,Levine,Undirected,50
Belcher,Quezada,Undirected,18
Mcmanus,Geiger,Undirected,39
Herron,Toney,Undirected,153
Lord,Hand,Undirected,35
Aldridge,Sinclair,Undirected,19
Devine,Grace,Undirected,17
Lyon,Dillard,Undirected,15
Roche,Mcmanus,Undirected,7
Tipton,Posey,Undirected,18
Schmitz,Norton,Undirected,13
Purcell,Mcclellan,Undirected,8
Werner,Landers,Undirected,5
Gamble,Pritchett,Undirected,54
Pierre,Holley,Undirected,30
Stubbs,Biggs,Undirected,20
Barnhart,Biggs,Undirected,43
Leal,Sinclair,Undirected,10
Gates,Thomason,Undirected,10
Draper,Mayfield,Undirected,10
Hargrove,Bunch,Undirected,43
Grady,Grace,Undirected,17
Coker,Sterling,Undirected,12
Finch,Slater,Undirected,7
Langston,Saldana,Undirected,16
Dotson,Metzger,Undirected,6
Hadley,Riggs,Undirected,17
Dodge,Hilton,Undirected,9
Elkins,Robison,Undirected,18
Samuel,Bermudez,Undirected,136
Tomlinson,Cano,Undirected,19
Darby,Landis,Undirected,53
Riggs,Workman,Undirected,49
Bui,Greenberg,Undirected,40
Hoskins,Ocampo,Undirected,60
Barnhart,Bolton,Undirected,34
Louis,Mcallister,Undirected,23
Morin,Holbrook,Undirected,5
Odell,Wesley,Undirected,16
Ly,Castellanos,Undirected,11
Archer,Cordova,Undirected,51
Gamble,Aviles,Undirected,88
Yost,Bower,Undirected,20
Goodrich,Lowry,Undirected,10
Rucker,Guthrie,Undirected,11
Andersen,Aldridge,Undirected,9
Coulter,Renteria,Undirected,27
Uribe,Meeks,Undirected,63
Bustamante,Hoyt,Undirected,63
Norton,Dejesus,Undirected,23
Mcneil,Rouse,Undirected,10
Bunch,Burt,Undirected,23
Bonner,Kilgore,Undirected,68
Cowan,Mayfield,Undirected,30
Doherty,Hoang,Undirected,45
Gates,Pina,Undirected,17
Duong,Hendrickson,Undirected,64
Michel,Crum,Undirected,35
Shirley,Gallo,Undirected,12
Zapata,Farr,Undirected,76
Toney,Dickens,Undirected,52
Bowling,Caruso,Undirected,31
Kowalski,Caruso,Undirected,12
Ly,Harden,Undirected,10
John,Hutchins,Undirected,10
Sadler,Mckinley,Undirected,10
Foreman,Langston,Undirected,12
Grace,Landis,Undirected,16
Hurtado,Baird,Undirected,5
Gallardo,Law,Undirected,16
Stratton,Travis,Undirected,56
Stahl,Mckinley,Undirected,31
Paige,Escobedo,Undirected,14
Geiger,Dobbs,Undirected,51
Humphries,Rosas,Undirected,64
Latham,Hutchison,Undirected,7
Grace,Elder,Undirected,5
Meeks,Stratton,Undirected,71
Elder,Kimball,Undirected,30
Yanez,Chaney,Undirected,72
Rizzo,Gabriel,Undirected,173
Steiner,Joyce,Undirected,91
Grimm,Ricks,Undirected,12
Lott,Quiroz,Undirected,33
Paige,Christopher,Undirected,12
Field,Ratliff,Undirected,28
Aldridge,Langston,Undirected,8
Rhoades,Givens,Undirected,98
Lowry,Godwin,Undirected,19
Miner,Mccray,Undirected,24
England,Starks,Undirected,15
Vogt,Paz,Undirected,17
Barnhart,Pritchard,Undirected,21
Vogt,Goodrich,Undirected,5
Rowland,Layton,Undirected,15
Hagan,Wooten,Undirected,33
Puckett,Vogel,Undirected,8
Coulter,Buckner,Undirected,21
Rosas,Painter,Undirected,9
Portillo,Fontenot,Undirected,15
Bauer,Roche,Undirected,33
Jung,Flaherty,Undirected,17
Varner,Connors,Undirected,19
Cody,Beltran,Undirected,70
Mobley,Mckenna,Undirected,23
Guidry,Bustamante,Undirected,27
Nava,Hatcher,Undirected,17
Cho,Landis,Undirected,7
Michel,Willard,Undirected,5
Mccain,Poe,Undirected,5
Mercer,Beaver,Undirected,66
Cherry,Maloney,Undirected,61
Cote,Milligan,Undirected,9
Caballero,Wilhelm,Undirected,13
Winston,Groves,Undirected,6
Smith,Patel,Undirected,23
Mobley,Donnelly,Undirected,10
Wilder,Serna,Undirected,22
Hedrick,Ewing,Undirected,19
Kaur,Pryor,Undirected,36
Locke,Bingham,Undirected,5
Ferris,Bateman,Undirected,9
Mata,Bergman,Undirected,8
Rosenberg,Hickey,Undirected,6
Mccauley,Napier,Undirected,17
Edmonds,Amos,Undirected,68
Link,Booker,Undirected,30
Haywood,Stover,Undirected,61
Braun,Ziegler,Undirected,10
Knowles,Prater,Undirected,35
Mcallister,Milligan,Undirected,15
Herbert,Do,Undirected,19
Clifford,Whalen,Undirected,182
Renteria,Spivey,Undirected,51
Tackett,Mcneil,Undirected,47
Hutton,Renteria,Undirected,13
Murillo,Donaldson,Undirected,6
Clifford,Dickens,Undirected,6
Bingham,Portillo,Undirected,25
Hightower,Peoples,Undirected,34
Fitch,Burt,Undirected,12
Trejo,Hopper,Undirected,40
Carrasco,Kimball,Undirected,102
Purcell,Groves,Undirected,17
Ferris,Brand,Undirected,11
Duong,Gaston,Undirected,102
Cummins,Winston,Undirected,24
Crouch,Michel,Undirected,5
Mccabe,Dooley,Undirected,7
Courtney,Camp,Undirected,39
Lott,Laird,Undirected,8
Uribe,Caballero,Undirected,17
Swain,Locklear,Undirected,133
Benavides,Weir,Undirected,11
Trejo,Elder,Undirected,10
Guthrie,Mcgrath,Undirected,372
Lott,Villegas,Undirected,10
Rouse,Hoyt,Undirected,20
North,Gary,Undirected,116
Hurtado,Maloney,Undirected,29
Nava,Silver,Undirected,6
Dunbar,Hickey,Undirected,69
Prater,Shirley,Undirected,10
Stapleton,Hong,Undirected,10
Hagen,Adair,Undirected,12
Ivey,Jacobsen,Undirected,65
Tan,Yanez,Undirected,17
Workman,Tackett,Undirected,20
Norton,Avila,Undirected,6
Messer,Washburn,Undirected,7
Edmonds,Proctor,Undirected,48
Amaya,Fonseca,Undirected,18
Hager,Laird,Undirected,6
Coulter,Trejo,Undirected,110
Whalen,Nava,Undirected,55
Ma,Wynn,Undirected,16
Simms,Whaley,Undirected,15
Cahill,Rizzo,Undirected,21
Cabral,Ervin,Undirected,10
Mckinley,Fontenot,Undirected,8
Gunn,Newell,Undirected,21
Coulter,Bergman,Undirected,8
Posey,Camp,Undirected,19
Kuhn,Urban,Undirected,20
Burgos,Abel,Undirected,63
Bustamante,Stapleton,Undirected,10
Wolff,Portillo,Undirected,10
Mcghee,Harrell,Undirected,7
Chaney,Crabtree,Undirected,14
Epps,Dick,Undirected,9
Anaya,Becerra,Undirected,13
Cummins,Doss,Undirected,21
Pina,Robbins,Undirected,11
Fritz,Mckenna,Undirected,16
Redmond,Shearer,Undirected,45
Yeager,Law,Undirected,24
Kowalski,Smallwood,Undirected,7
Ahmed,Latham,Undirected,71
Dickens,Spicer,Undirected,7
Hannah,Lange,Undirected,8
Bragg,Denny,Undirected,30
Chaney,Metzger,Undirected,14
Costello,Stapleton,Undirected,15
Whitley,Barajas,Undirected,6
Kiser,Groves,Undirected,7
Sheldon,Barnhart,Undirected,16
Nicholas,Webber,Undirected,9
Silver,Dickens,Undirected,47
Hendrix,Friend,Undirected,11
Leslie,Mckinley,Undirected,8
Travis,Merrill,Undirected,25
Hendrickson,Ritchie,Undirected,21
Quezada,Guthrie,Undirected,17
Merrill,Hutchins,Undirected,9
Clarke,Robbins,Undirected,8
Oleary,Poe,Undirected,19
Hurt,Mccabe,Undirected,56
Hoff,Trotter,Undirected,6
Baez,Mims,Undirected,6
Crenshaw,Neff,Undirected,65
Cahill,Beach,Undirected,10
Meeks,Tipton,Undirected,20
Voss,Hoyt,Undirected,28
Biggs,Travis,Undirected,25
Boyce,Hutchins,Undirected,17
Baird,Akers,Undirected,7
Cheng,Blanton,Undirected,8
Smallwood,Wooten,Undirected,16
Levine,Uribe,Undirected,27
Cuevas,Jung,Undirected,84
Devine,Landis,Undirected,8
Mooney,Guy,Undirected,28
Odom,Guy,Undirected,38
Hartley,Bermudez,Undirected,92
Peoples,Travis,Undirected,5
Chu,Vernon,Undirected,8
Crenshaw,Kurtz,Undirected,20
Maloney,Mackey,Undirected,51
Kuhn,Ramey,Undirected,20
Teague,Egan,Undirected,54
Posey,Sheldon,Undirected,28
Haines,Doss,Undirected,71
Messer,Rudolph,Undirected,30
Stiles,Chappell,Undirected,32
Hutchins,Teague,Undirected,20
Mcgowan,Sheffield,Undirected,75
Tripp,Epps,Undirected,41
Dewitt,Adair,Undirected,5
Guthrie,Cowan,Undirected,429
Painter,Schmitt,Undirected,15
Adair,Dempsey,Undirected,47
Donnelly,Beach,Undirected,8
Brand,Villegas,Undirected,20
Palacios,Dickens,Undirected,226
Langston,Bragg,Undirected,11
Jarrett,Renteria,Undirected,110
Sierra,Crow,Undirected,48
Ahmed,Bingham,Undirected,13
Feldman,Battle,Undirected,28
Whitley,Beal,Undirected,29
Finn,Hadley,Undirected,27
Urban,Tillman,Undirected,13
Dickens,Whalen,Undirected,46
Bateman,Hopper,Undirected,59
Painter,Coates,Undirected,65
Pritchard,Bustamante,Undirected,58
Hastings,Tovar,Undirected,11
Raines,Barlow,Undirected,43
Ramey,Layton,Undirected,28
Corcoran,Lim,Undirected,7
Camp,Tripp,Undirected,7
Connell,Mcdonough,Undirected,23
Talley,Marcus,Undirected,19
Steiner,Grady,Undirected,11
Gamble,Schmitz,Undirected,25
Whalen,Akers,Undirected,12
Camp,Bolton,Undirected,5
Trejo,Levine,Undirected,66
Coates,Silver,Undirected,37
Grady,Tracy,Undirected,26
Hadley,Bateman,Undirected,16
Pryor,Amaya,Undirected,17
Byers,Noel,Undirected,31
Phan,Yeager,Undirected,30
Miner,Hannah,Undirected,31
Dickens,Langston,Undirected,10
England,Bergman,Undirected,35
Dahl,Grady,Undirected,20
Street,Cummins,Undirected,11
Gagnon,Bolton,Undirected,9
Stacy,Spence,Undirected,6
Kessler,Muller,Undirected,7
Kimball,Spangler,Undirected,9
Deal,Lu,Undirected,6
Oneil,Snell,Undirected,54
Pritchett,Finn,Undirected,5
Peacock,Snider,Undirected,9
Sands,Jacobsen,Undirected,23
Cooley,Bateman,Undirected,14
Knowles,Metz,Undirected,17
Cody,Gates,Undirected,5
Crockett,Weston,Undirected,10
Shirley,Truong,Undirected,72
Hinojosa,Lutz,Undirected,38
Varela,Mooney,Undirected,6
Lutz,Sadler,Undirected,28
Bergman,Purcell,Undirected,8
Galindo,Raines,Undirected,10
Tobin,Magee,Undirected,115
Webber,Kang,Undirected,7
Bauer,Clemons,Undirected,39
Hickey,Hannah,Undirected,103
Hinkle,Christie,Undirected,33
Mckinley,Steiner,Undirected,13
Tipton,Lujan,Undirected,10
Cope,Cardona,Undirected,9
Guthrie,Bower,Undirected,30
Stubbs,Reece,Undirected,24
Dunbar,Samuels,Undirected,19
Waite,Goss,Undirected,27
Bauer,Cordero,Undirected,31
Stratton,Tripp,Undirected,41
Cahill,Crow,Undirected,27
Proctor,Bower,Undirected,14
Rosas,Shirley,Undirected,70
Spangler,Posey,Undirected,37
Kimball,Spence,Undirected,158
Hoyt,Whalen,Undirected,16
Prado,Connolly,Undirected,56
Epps,Pritchett,Undirected,10
Dodge,Xiong,Undirected,30
Kendrick,Rucker,Undirected,7
Brand,Gallo,Undirected,20
Schafer,Metzger,Undirected,12
Piper,Casillas,Undirected,32
Bergman,Metzger,Undirected,9
Grace,Ricks,Undirected,38
Robison,Rowland,Undirected,54
Uribe,Hoskins,Undirected,17
Flanagan,Neely,Undirected,20
Brand,Levine,Undirected,25
Cortes,Lowry,Undirected,19
Langley,Posey,Undirected,33
Ferreira,Sterling,Undirected,32
Kowalski,Hand,Undirected,8
Couch,Dick,Undirected,36
Greenberg,Baca,Undirected,32
Spangler,Tipton,Undirected,5
Whitley,Greenberg,Undirected,36
Coulter,Elder,Undirected,24
Yanez,Meeks,Undirected,9
Hoskins,Koehler,Undirected,14
Slater,Blanco,Undirected,26
Ferris,Yanez,Undirected,35
Edmonds,Winter,Undirected,103
Gagnon,Grady,Undirected,42
Epps,Wooten,Undirected,36
Reece,Hatcher,Undirected,77
Whaley,Kidd,Undirected,6
Samuels,Nicholas,Undirected,21
Whitley,Anaya,Undirected,6
Mcneil,Caballero,Undirected,17
Hoskins,Levine,Undirected,68
Machado,Jarvis,Undirected,55
Tackett,Aviles,Undirected,11
Vogel,Stiles,Undirected,56
Keys,Barnard,Undirected,43
Pack,Elder,Undirected,23
Baca,Witt,Undirected,10
Hickey,Mccray,Undirected,5
Hurtado,Nava,Undirected,33
Tovar,Ash,Undirected,48
Ahmed,Portillo,Undirected,16
Schaffer,Cuevas,Undirected,10
Guillen,Pereira,Undirected,5
Egan,Ferris,Undirected,5
Irvin,Avalos,Undirected,27
Belcher,Bauer,Undirected,29
Bower,Paulson,Undirected,8
Elmore,Bowling,Undirected,101
Salgado,Eddy,Undirected,14
Steward,Davison,Undirected,71
Vogel,Puckett,Undirected,23
Reece,Flanagan,Undirected,45
Stacy,Varela,Undirected,71
Beal,Samuels,Undirected,20
Herndon,Hutchison,Undirected,29
Gallo,Posey,Undirected,131
Rollins,Louis,Undirected,82
Doty,Fonseca,Undirected,47
Madden,Delaney,Undirected,62
Sheldon,Nava,Undirected,25
Sinclair,Wolff,Undirected,9
Whaley,Courtney,Undirected,8
Barlow,Denny,Undirected,42
Truong,Sinclair,Undirected,47
Bledsoe,Goff,Undirected,26
Delarosa,Gipson,Undirected,123
Hyatt,Brantley,Undirected,44
Stacy,Riggs,Undirected,46
Cramer,Hoskins,Undirected,21
Denny,Conklin,Undirected,16
Pritchett,Britton,Undirected,29
Gary,Tan,Undirected,22
Michel,Paredes,Undirected,11
Burt,North,Undirected,5
Sinclair,Farris,Undirected,14
Miner,Kruse,Undirected,322
Weston,Crockett,Undirected,8
Womack,Sewell,Undirected,15
Jung,Bruno,Undirected,25
Ziegler,Bland,Undirected,6
Marcus,Hannah,Undirected,19
Elder,Bingham,Undirected,28
Esquivel,Hopper,Undirected,8
Blackmon,Melvin,Undirected,55
Hutton,Coulter,Undirected,25
Sheldon,Snider,Undirected,13
Purcell,Ring,Undirected,36
Delaney,Renteria,Undirected,8
Pinto,Cote,Undirected,8
Baca,Connolly,Undirected,36
Bolton,Varela,Undirected,8
Spence,Akers,Undirected,47
Goss,Maloney,Undirected,5
Cramer,Fontenot,Undirected,14
Hong,Steiner,Undirected,30
Caballero,Ahmed,Undirected,28
Hutchins,Hong,Undirected,20
Bowling,Adair,Undirected,55
Woody,Avalos,Undirected,21
Healy,Finn,Undirected,25
Cote,Self,Undirected,18
Garland,Manley,Undirected,32
Cortez,Cordero,Undirected,25
Hoyt,Sheridan,Undirected,13
Roper,Colon,Undirected,34
Toth,Hays,Undirected,13
Becerra,Skaggs,Undirected,57
Roche,Wiseman,Undirected,40
Adair,Devine,Undirected,19
Kinney,Mayfield,Undirected,29
Mckinley,North,Undirected,11
Tomlinson,Fontenot,Undirected,28
Pritchard,Hutchins,Undirected,36
Yanez,Sheldon,Undirected,8
Hinojosa,Bergman,Undirected,73
Biggs,Silver,Undirected,30
Quiroz,Shapiro,Undirected,152
Gates,Brantley,Undirected,9
Segura,Mcgill,Undirected,13
Michel,Gagnon,Undirected,37
Dotson,Cano,Undirected,8
Finch,Epps,Undirected,9
Hutton,Pritchard,Undirected,19
Roche,Cortez,Undirected,6
Covington,Kowalski,Undirected,21
Munson,Nieto,Undirected,19
Hatcher,Clifford,Undirected,64
Conklin,Langston,Undirected,24
Holbrook,Flanagan,Undirected,73
Pritchard,Grace,Undirected,42
Caballero,Lackey,Undirected,25
Rodriquez,Sheehan,Undirected,26
Shea,Mcgowan,Undirected,9
Grace,Aldridge,Undirected,45
Cortez,Yarbrough,Undirected,27
Ng,Yee,Undirected,106
Connors,Person,Undirected,6
Zapata,Mcdermott,Undirected,5
Kirkland,Mcallister,Undirected,43
Prado,Alfaro,Undirected,15
Lujan,Bonner,Undirected,10
Battle,Pinto,Undirected,74
Stover,Post,Undirected,26
Braun,Barlow,Undirected,41
Kiser,Polk,Undirected,8
Bruno,Mead,Undirected,14
Coulter,Hinojosa,Undirected,19
Snell,Land,Undirected,28
Garland,Holliday,Undirected,28
Prater,Arrington,Undirected,10
Mccollum,Kuhn,Undirected,12
Kowalski,Newsome,Undirected,30
Proctor,Quezada,Undirected,115
Hargrove,Ahmed,Undirected,15
Carrasco,Baez,Undirected,5
Lujan,Gallo,Undirected,32
Flanagan,Sheridan,Undirected,25
Farris,Crum,Undirected,95
Fair,Amaya,Undirected,25
Mata,Elmore,Undirected,59
Irvin,Guthrie,Undirected,25
Guy,Clifford,Undirected,46
John,Burt,Undirected,19
Machado,Trotter,Undirected,7
Magana,Fountain,Undirected,16
Sinclair,Denny,Undirected,9
Tackett,Coates,Undirected,20
Mckinley,Coulter,Undirected,8
Gold,Farris,Undirected,84
Land,Pickett,Undirected,13
Ritchie,Osorio,Undirected,12
Cramer,Crabtree,Undirected,46
Novak,Neff,Undirected,19
Foreman,Devine,Undirected,9
Major,Ferris,Undirected,8
Couch,Stubbs,Undirected,7
Snell,Gore,Undirected,14
Voss,Ferris,Undirected,19
Mcgraw,Downs,Undirected,17
Peacock,Bateman,Undirected,32
Colbert,Richard,Undirected,23
Spaulding,Roche,Undirected,15
Trotter,Sheehan,Undirected,24
Raines,Gunter,Undirected,46
Roche,Jamison,Undirected,16
Springer,Griggs,Undirected,21
Lockwood,Smart,Undirected,52
Blanton,Mcghee,Undirected,12
Grimm,Simons,Undirected,32
Silver,Teague,Undirected,18
Lutz,Prater,Undirected,7
Caruso,Portillo,Undirected,5
Nava,Tipton,Undirected,12
Hutchison,Whaley,Undirected,36
Brewster,Dwyer,Undirected,13
Paz,Cordova,Undirected,9
Hutchison,Lutz,Undirected,33
Thurman,Schmitt,Undirected,20
Hickey,Hinkle,Undirected,14
Denny,Mcneil,Undirected,5
Blount,Quiroz,Undirected,44
Kaur,Beach,Undirected,25
Kiser,Stover,Undirected,9
Hatcher,Spangler,Undirected,11
Bateman,Fontenot,Undirected,9
Thorpe,Jung,Undirected,70
Wiseman,Roche,Undirected,38
Coulter,Bustamante,Undirected,19
Hatcher,Gary,Undirected,98
Beach,Singer,Undirected,55
Spence,Jarrett,Undirected,132
Greenberg,Mcgraw,Undirected,14
Voss,Kiser,Undirected,14
Hoyt,Coates,Undirected,17
Uribe,Steiner,Undirected,15
Devine,Stubbs,Undirected,9
Mcknight,Hilton,Undirected,20
Archer,Burks,Undirected,20
Tan,Laird,Undirected,72
Whaley,Osorio,Undirected,7
Nava,Gunter,Undirected,9
Fontenot,Brewster,Undirected,30
Vickers,Vinson,Undirected,16
Lujan,Posey,Undirected,12
Grady,Leal,Undirected,21
Gallardo,Phan,Undirected,73
Hinton,Davila,Undirected,73
Muniz,Aldridge,Undirected,13
Segura,Roth,Undirected,7
Battle,Benoit,Undirected,12
Hanley,Dewitt,Undirected,6
Dempsey,Spence,Undirected,191
Foreman,Crabtree,Undirected,20
Forrest,Leslie,Undirected,83
Doherty,Barrios,Undirected,7
Whitman,Horner,Undirected,17
Berman,Caruso,Undirected,6
Brand,Staley,Undirected,6
Raines,Portillo,Undirected,8
Merrill,Mcclellan,Undirected,6
Peacock,Stacy,Undirected,11
Grossman,Harrell,Undirected,28
Dodge,Dugan,Undirected,8
Tackett,Epps,Undirected,35
Fitch,Hartley,Undirected,10
Bower,Kruse,Undirected,23
Grace,Blount,Undirected,20
Wills,Han,Undirected,10
Paz,Phan,Undirected,23
Hager,Britton,Undirected,148
Sherwood,Daley,Undirected,5
Bingham,Langston,Undirected,13
Shirley,Polk,Undirected,8
Guthrie,Wilder,Undirected,38
Manley,Kilgore,Undirected,21
Vogel,Dietz,Undirected,6
Kinney,Webber,Undirected,15
Guy,Bolton,Undirected,12
Farris,Wilhelm,Undirected,6
Crouch,Dewitt,Undirected,103
Herndon,Ahmed,Undirected,53
Davison,Sweet,Undirected,6
Metz,Saldana,Undirected,29
Hendrix,Yeager,Undirected,11
Gallo,Lackey,Undirected,10
Crouch,Mackey,Undirected,8
Baird,Fontenot,Undirected,25
Hurtado,Dahl,Undirected,158
Cooley,Stratton,Undirected,5
Gallo,Steiner,Undirected,31
Riggs,Ricks,Undirected,13
Purcell,Foreman,Undirected,41
Crouch,Merrill,Undirected,11
Hyde,Ogden,Undirected,10
Magee,Medrano,Undirected,31
Doherty,Nicholas,Undirected,55
Muniz,Prater,Undirected,8
Pate,Bingham,Undirected,10
Anaya,Gallardo,Undirected,12
Ferrell,Mckenna,Undirected,48
Major,Cope,Undirected,23
Piper,Cagle,Undirected,35
Dale,Kinney,Undirected,38
Stacy,Thurman,Undirected,27
Haas,Self,Undirected,6
Beach,Fitzgerald,Undirected,23
Hollis,Elder,Undirected,60
Deal,Phan,Undirected,51
Bowles,Kang,Undirected,32
Brand,Spangler,Undirected,30
Winston,Thorne,Undirected,17
Benoit,Pollard,Undirected,5
Cody,Dill,Undirected,16
Aldridge,Teague,Undirected,10
Cano,Wooten,Undirected,15
Quintana,Dailey,Undirected,67
Whalen,Paige,Undirected,49
Winkler,Vu,Undirected,24
Mcneil,Bateman,Undirected,17
Fontenot,Yanez,Undirected,16
Jacob,Roth,Undirected,45
North,Bolton,Undirected,105
Quintana,Babcock,Undirected,32
Snider,Tipton,Undirected,18
Mckinley,Akers,Undirected,9
Hackett,Kraft,Undirected,26
Cates,Hoskins,Undirected,8
Boyce,Tovar,Undirected,29
Connors,Bray,Undirected,42
Ogden,Vu,Undirected,34
Rutherford,Becerra,Undirected,17
Hay,Messer,Undirected,5
Toth,Cuevas,Undirected,8
Pickett,Zapata,Undirected,8
Connor,Toth,Undirected,6
Holbrook,Morin,Undirected,45
Bragg,Pritchard,Undirected,19
Dickens,Beltran,Undirected,47
Osorio,Stapleton,Undirected,15
Wills,Mercer,Undirected,26
Hopper,Lackey,Undirected,24
Rowland,Dailey,Undirected,41
Hurt,Lange,Undirected,8
Cortez,Houser,Undirected,70
Sinclair,Hinojosa,Undirected,21
Lu,Mccray,Undirected,101
Bryson,Weston,Undirected,45
Metzger,Stubbs,Undirected,23
Bingham,Tan,Undirected,10
Biggs,Kidd,Undirected,20
Engel,Amaya,Undirected,46
Urban,Proctor,Undirected,69
Galindo,Duong,Undirected,42
Merrill,Prater,Undirected,73
Link,Rhoades,Undirected,11
Snell,Delarosa,Undirected,10
Levine,Bonner,Undirected,19
Teague,Purcell,Undirected,11
Ly,Fountain,Undirected,12
Gunter,Sweet,Undirected,29
Kowalski,Cano,Undirected,47
Hurtado,Landis,Undirected,6
Hoskins,Kraus,Undirected,126
Archer,Burrell,Undirected,29
Bonner,Manley,Undirected,20
Blount,Gunter,Undirected,22
Pinto,Clarke,Undirected,58
Donnelly,Guillen,Undirected,19
Hagan,Childress,Undirected,7
Aragon,Arredondo,Undirected,13
North,Pritchard,Undirected,15
Bermudez,Elmore,Undirected,60
Drew,Dunham,Undirected,17
Rosenberg,Kruse,Undirected,15
Piper,Peralta,Undirected,6
Holbrook,Brand,Undirected,25
Ferris,Tackett,Undirected,31
Buckner,Bowling,Undirected,75
Pierre,Greenwood,Undirected,9
Shafer,Maddox,Undirected,5
Fitch,Pritchett,Undirected,32
Francisco,Travis,Undirected,221
Coulter,Andersen,Undirected,5
Benitez,Hilton,Undirected,19
Kowalski,Joyce,Undirected,14
Ivey,Woody,Undirected,17
Bower,Doherty,Undirected,26
Delarosa,Lyon,Undirected,20
Varela,Dickens,Undirected,9
Stubbs,Varela,Undirected,6
Proctor,Corley,Undirected,18
Britton,Stanford,Undirected,20
Crocker,Connell,Undirected,7
Reece,Purcell,Undirected,25
Portillo,Kilgore,Undirected,34
Goldstein,Portillo,Undirected,12
Deal,Goldman,Undirected,48
Shirley,Whalen,Undirected,37
Knowles,Barnhart,Undirected,250
Purcell,Teague,Undirected,51
Paredes,Willard,Undirected,31
Messer,Kern,Undirected,11
Booker,Jung,Undirected,14
Ogden,Rowland,Undirected,21
Coates,Groves,Undirected,20
Branch,Carney,Undirected,21
Bonner,Britton,Undirected,15
Epps,Hager,Undirected,13
Post,Burt,Undirected,15
Ewing,Beaver,Undirected,17
Wiseman,Battle,Undirected,68
Davison,Tovar,Undirected,118
Han,Gates,Undirected,50
Talley,Godwin,Undirected,41
Baird,Steiner,Undirected,38
North,Pritchett,Undirected,8
Sinclair,Tan,Undirected,66
Angel,Mckenna,Undirected,19
Kowalski,Sheridan,Undirected,30
Quiroz,Brand,Undirected,18
Holbrook,Shearer,Undirected,183
Hand,Hager,Undirected,23
Rutherford,Burris,Undirected,36
Grady,Whitfield,Undirected,42
Munson,Donahue,Undirected,8
Crabtree,Metzger,Undirected,12
Britton,Cherry,Undirected,57
Lackey,Shirley,Undirected,20
Mccray,Katz,Undirected,26
Epps,Ash,Undirected,8
Whaley,Wilhelm,Undirected,8
Adair,Shirley,Undirected,24
Shapiro,Ritchie,Undirected,15
Gomes,Hightower,Undirected,28
Head,Benoit,Undirected,19
Jacob,Portillo,Undirected,35
Rosa,Pryor,Undirected,43
Ybarra,Sands,Undirected,7
Landis,Crabtree,Undirected,85
Quintana,Winkler,Undirected,6
Mcallister,Rollins,Undirected,16
Werner,Madrigal,Undirected,39
Vera,Brantley,Undirected,14
Oleary,Mcgrath,Undirected,75
Franks,Hanley,Undirected,13
Foreman,Mackey,Undirected,5
Paige,Post,Undirected,78
Lu,Yeager,Undirected,5
Cash,Werner,Undirected,41
Kilgore,Ferris,Undirected,6
Hand,Bateman,Undirected,10
Aldridge,Chaney,Undirected,35
Bateman,Langley,Undirected,84
Goss,Childress,Undirected,5
Landis,Metzger,Undirected,10
